year_of_incorporation,startup_name,community_round,angel_syndication,funding_round_type,changed_shareholder_structure,hot_spot,average_status,number_external_shareholders,number_angels
2017,MONAVINCI GmbH,0,1,0,0,1,0.0,7,2
2017,CIKONI GmbH,0,0,1,0,0,0.0,2,1
2017,wealthpilot GmbH,1,1,1,1,1,0.0,18,5
2017,ME Mobile Education GmbH,0,0,0,0,0,0.0,1,1
2017,Communicate2Integrate GmbH,0,0,0,1,1,0.0,1,1
2017,Uniberry GmbH,0,0,1,0,0,0.0,3,1
2017,EINHUNDERT Energie GmbH,1,1,1,1,0,0.0,20,6
2017,Parloa GmbH,0,0,1,0,1,0.0,4,1
2017,Digital Apartment GmbH,0,1,0,0,0,1.0,2,2
2017,Nuventura GmbH,1,1,1,1,1,1.0,25,14
2017,Your Driver GmbH,0,0,0,0,0,0.0,1,1
2017,Viamonda GmbH,0,0,1,1,0,0.0,3,1
2017,Luminovo GmbH,1,1,1,1,1,1.0,13,7
2017,MyBiotech GmbH,0,0,1,1,0,0.0,8,1
2017,Renumics GmbH,0,0,0,0,0,0.0,3,1
2017,Perfood GmbH,0,0,1,1,0,0.0,17,1
2017,CapLab GmbH,0,0,1,0,0,0.0,6,1
2017,CheckForPet GmbH,0,0,0,1,0,0.0,3,1
2017,CAPTIQ GmbH,0,1,0,1,0,0.0,19,2
2017,Go Crush GmbH,1,1,1,1,0,0.0,11,3
2017,Laserhub GmbH,1,1,1,1,0,1.0,20,7
2017,JET CEUTICALS GmbH,1,1,1,0,1,0.0,6,2
2017,Feral GmbH,1,1,1,1,1,1.0,22,6
2017,Trusted Music UG (haftungsbeschränkt),1,0,0,0,0,0.0,2,1
2017,myRapunzel GmbH,0,1,0,0,0,0.0,2,2
2017,synatos GmbH,0,0,0,0,1,0.0,1,1
2017,GRITSpot GmbH,1,1,1,1,1,1.0,11,5
2017,KitchenAdvisor GmbH,0,0,0,1,0,0.0,1,1
2017,promejo GmbH,0,0,0,0,0,0.0,2,1
2017,YFood Labs GmbH,1,0,1,1,1,0.0,8,1
2017,BELLISSY Deutschland GmbH,1,0,1,1,0,0.0,3,1
2017,Recrudo GmbH,0,0,0,0,0,0.0,2,1
2017,Rhyk Technologies GmbH,1,1,1,1,0,1.0,11,3
2017,Last Message GmbH,0,0,1,0,0,0.0,11,1
2017,INSTICUBE GmbH,0,0,1,0,1,0.0,5,1
2017,repareo GmbH,1,1,1,1,1,1.0,5,2
2017,LemonOne GmbH,1,1,1,1,1,1.0,11,3
2017,Interior Demand I/O GmbH,1,0,1,1,0,0.0,6,1
2017,BoomByte Games GmbH,0,0,0,1,1,0.0,2,1
2017,memetis GmbH,1,1,1,1,0,0.0,10,2
2017,water stuff & sun GmbH,0,1,1,0,1,0.0,7,2
2017,cloudradar GmbH,0,1,1,0,1,1.0,5,3
2017,jetlite GmbH,1,0,0,0,0,0.0,9,1
2017,Polyteia GmbH,0,0,1,1,1,0.0,3,1
2017,Plantura GmbH,1,1,1,1,1,1.0,11,5
2017,Othoz GmbH,1,1,1,1,1,1.0,15,4
2017,German Bionic Systems GmbH,0,1,1,1,1,0.0,22,3
2017,Veritas Entertainment GmbH,0,1,1,0,1,0.0,6,3
2017,SI Stuttgart Instruments GmbH,0,0,0,0,0,0.0,1,1
2017,troy GmbH,0,0,1,1,0,0.0,19,1
2017,loopingo GmbH,1,0,1,1,1,0.0,6,1
2017,STREET PRO GmbH,1,1,1,0,0,0.0,6,2
2017,SIRPLUS GmbH,1,1,1,1,1,1.0,10,5
2017,PROLIANCE GmbH,0,0,1,1,1,0.0,7,1
2017,CT-Limousinen Service GmbH,0,1,0,0,0,1.0,3,2
2017,lifespin GmbH,1,1,1,1,0,0.0,15,2
2017,Signatrix GmbH,0,1,1,1,1,0.0,7,3
2017,Nova Products GmbH,1,1,1,1,1,1.0,18,6
2017,airfocus GmbH,1,1,1,1,0,1.0,5,2
2017,Legal Hero GmbH,0,1,1,1,1,0.0,11,2
2017,Crew Gel GmbH,0,0,0,0,0,0.0,3,1
2017,StoryBox GmbH,1,0,1,1,1,0.0,4,1
2017,M-TRIBES GmbH,0,0,0,0,0,0.0,5,1
2017,mHealth Pioneers GmbH,1,1,1,1,1,1.0,8,2
2017,Motor Ai GmbH,1,1,1,1,1,0.0,6,2
2017,Climedo Health GmbH,1,1,1,0,1,1.0,13,4
2017,Rehappy GmbH,1,0,0,1,0,0.0,1,1
2017,TalentBait GmbH,1,0,0,0,0,1.0,1,1
2017,Seasonary GmbH,1,0,0,0,0,0.0,1,1
2017,MOIO GmbH,1,1,1,1,0,0.0,11,3
2017,Senorics GmbH,0,0,1,1,0,0.0,10,1
2017,Konfid.io GmbH,0,0,0,0,1,0.0,2,1
2017,Pets Deli Tonius GmbH,1,1,1,1,1,1.0,5,2
2017,Free Spirit GmbH,0,0,0,0,1,0.0,3,1
2017,HUNIC GmbH,0,1,1,0,0,1.0,23,14
2017,XK Rocket GmbH,0,0,1,0,1,0.0,3,1
2017,Scicovery GmbH,0,0,0,0,0,0.0,3,1
2017,EXPERTRY GmbH,1,0,1,1,0,1.0,2,1
2017,mobileeee GmbH,1,0,1,1,0,0.0,9,1
2017,Nexxt.One Alpha GmbH,0,0,0,0,1,0.0,4,1
2017,StudySmarter UG (haftungsbeschränkt),1,1,1,1,1,1.0,14,2
2017,ARTMO GmbH,0,1,1,1,0,1.0,29,14
2017,license.rocks GmbH,0,0,1,1,1,0.0,3,1
2017,Lieferlotse GmbH,0,0,0,0,0,0.0,3,1
2017,elfolion GmbH,0,0,0,1,0,0.0,2,1
2017,Evy Solutions GmbH,0,0,1,1,0,0.0,14,1
2017,Qolware GmbH,1,0,0,0,1,1.0,4,1
2017,PlanBlue GmbH,1,1,1,1,0,1.0,10,2
2017,Audry GmbH,1,1,1,1,1,1.0,8,3
2017,Raylytic GmbH,0,0,0,0,0,0.0,1,1
2017,One Coworking UG (haftungsbeschränkt),0,0,0,1,1,0.0,4,1
2017,Crashtest Security GmbH,1,1,1,1,1,1.0,16,4
2017,Couch Gourmet GmbH,0,0,0,0,1,1.0,2,1
2017,aidminutes GmbH,0,0,1,1,0,0.0,4,1
2017,StopApp GmbH,0,0,1,0,0,1.0,3,1
2017,playSports GmbH,0,0,1,0,0,0.0,5,1
2017,SONAL Technologies UG (haftungsbeschränkt),0,1,0,0,0,0.0,5,5
2017,iBOSS GmbH,0,0,0,0,0,0.0,3,1
2017,Artellium GmbH,1,0,1,1,0,0.0,5,1
2017,CCEX Cloud Commodities Exchange GmbH,0,0,0,1,0,0.0,1,1
2017,goodlifescience GmbH,0,1,1,1,1,1.0,11,2
2017,Doctorly GmbH,1,0,0,1,1,0.0,2,1
2017,Redwave Medical GmbH,0,1,1,1,0,0.0,7,3
2017,SKLT Strahlkraft Lasertechnik GmbH,0,0,0,0,1,0.0,2,1
2017,CyberDirekt GmbH,1,1,1,1,1,1.0,18,3
2017,Qompass Solutions GmbH,0,0,0,0,1,0.0,2,1
2017,AVA Lifescience GmbH,0,0,1,0,0,0.0,10,1
2017,findervest GmbH,0,0,0,1,1,0.0,2,1
2017,bee smart city GmbH,1,1,1,1,0,0.0,25,4
2017,Central BioHub GmbH,0,0,1,1,1,0.0,4,1
2017,Freework GmbH,1,1,1,0,1,0.0,7,3
2017,Upvest GmbH,1,1,1,1,1,1.0,13,6
2017,SEON Holding GmbH,1,1,1,1,0,1.0,17,3
2017,VisionHealth GmbH,0,0,0,1,1,0.0,6,1
2017,Tomorrow GmbH,1,1,1,1,0,1.0,15,4
2017,MOD Devices GmbH,0,0,1,0,1,0.0,6,1
2017,BringLiesel GmbH,1,0,0,1,0,1.0,2,1
2017,MediCann Handels GmbH,0,0,1,1,0,0.0,2,1
2017,Tribeca Ice Cream GmbH,1,1,1,0,1,0.0,7,4
2017,wisefood GmbH,0,0,0,1,1,1.0,1,1
2017,cabuu GmbH,0,0,0,0,0,0.0,5,1
2017,Modern Me GmbH,0,0,1,1,0,0.0,2,1
2017,reCup GmbH,0,0,1,1,1,0.0,8,1
2017,G Esports Holding GmbH,0,0,1,0,1,0.0,35,1
2017,Allisa Software GmbH,0,1,1,1,0,0.0,6,5
2017,remind me GmbH,1,1,1,1,1,1.0,13,5
2017,ilogixx GmbH,1,0,0,0,0,0.0,1,1
2017,Gunda Automation GmbH,0,0,0,0,0,0.0,1,1
2017,Qualifyze GmbH,0,0,1,1,0,0.0,7,1
2017,Inferno Ragazzi Lifestyle GmbH,0,0,0,0,0,0.0,1,1
2017,Iconic Holding GmbH,0,0,1,1,0,0.0,9,1
2017,SCIO Technology GmbH,0,0,1,1,0,0.0,9,1
2017,Pariot UG (haftungsbeschränkt),0,0,1,0,0,0.0,2,1
2017,ABCard II GmbH,0,0,0,1,0,0.0,1,1
2017,Questaware GmbH,0,0,0,0,0,0.0,1,1
2017,Sunshine Smile GmbH,1,1,1,1,1,1.0,33,12
2017,Zasta GmbH,0,0,0,1,0,0.0,1,1
2017,EcoG GmbH,0,0,1,1,1,0.0,8,1
2017,Neoscan Solutions GmbH,0,0,0,0,0,0.0,3,1
2017,Ward App GmbH,0,0,1,0,1,0.0,18,1
2017,Yard GmbH,0,1,0,0,0,0.0,4,3
2017,Vantik GmbH,1,1,1,0,1,1.0,26,8
2017,Matchday Nutrition GmbH,0,0,1,1,1,0.0,2,1
2017,alpha-cannabis Pharma GmbH,0,0,1,0,0,0.0,7,1
2017,CREWlife Holding GmbH,0,0,0,0,1,0.0,2,1
2017,Medipee GmbH,1,1,1,0,0,1.0,13,3
2017,smallstack GmbH,0,0,0,1,1,0.0,1,1
2017,EichenCredit GmbH,0,0,0,0,1,0.0,1,1
2017,completeorganics GmbH,0,0,1,1,1,0.0,5,1
2017,Cargo One GmbH,1,1,1,0,1,1.0,10,2
2017,Mozzaik GmbH,0,0,1,0,0,0.0,4,1
2017,ACT Air Coating Technologies GmbH,0,0,0,1,0,0.0,1,1
2017,Uniq Coaching GmbH,1,1,1,1,1,1.0,22,5
2017,Accemic Technologies GmbH,0,0,0,0,1,0.0,3,1
2017,Jometa GmbH Agentur für Personalwerbung,1,0,0,0,0,1.0,1,1
2017,Lift Technology GmbH,1,0,1,0,0,0.0,5,1
2017,Brighter AI Technologies GmbH,1,0,1,1,1,1.0,9,1
2017,TonePedia GmbH,1,0,1,1,0,0.0,7,1
2017,sigo GmbH,1,1,1,1,0,0.0,11,3
2017,Aible GmbH,1,1,1,1,0,1.0,6,2
2017,LawPilots GmbH,0,1,0,1,1,0.0,4,2
2017,Interactive Performance Deutschland GmbH,0,0,1,1,0,0.0,4,1
2017,Weeve GmbH,0,0,1,1,1,0.0,5,1
2017,SLL Automotive Group GmbH,1,1,1,1,1,1.0,21,4
2017,Keleya Digital-Health Solutions GmbH,1,1,1,0,1,1.0,15,3
2017,Superseven GmbH,1,0,1,1,0,0.0,13,1
2017,Leonyte Biosystems GmbH,0,1,1,0,1,0.0,9,2
2017,Intersellers GmbH,1,1,1,1,1,0.0,11,3
2017,Trust Fractal GmbH,0,1,1,0,1,0.0,6,2
2017,ArrowTec GmbH,0,1,1,1,1,1.0,21,7
2017,Bliq GmbH,1,1,1,1,1,1.0,10,2
2017,MVPF Technologies GmbH,1,0,0,1,1,1.0,2,1
2017,UpsellGuru GmbH,1,0,0,0,0,1.0,3,1
2017,Wandelbots GmbH,1,1,1,1,0,1.0,16,6
2017,ki elements UG (haftungsbeschränkt),0,0,0,1,0,0.0,3,1
2017,Jurando GmbH,0,0,0,1,0,0.0,10,1
2017,ELAN PET Products GmbH,0,0,1,1,0,0.0,4,1
2017,rapitag GmbH,0,0,1,1,1,1.0,4,1
2017,Ekko GmbH,1,0,0,1,0,1.0,1,1
2017,i2x GmbH,0,1,1,1,1,0.0,9,2
2017,AMN Data Solutions GmbH,1,1,1,1,1,1.0,16,5
2017,inveox GmbH,1,1,0,1,1,0.0,3,3
2017,bao solutions GmbH,0,0,1,1,1,0.0,18,1
2017,Nährstoff-Reich GmbH,0,0,0,0,0,0.0,2,1
2017,SoD ScreenOnDemand GmbH,0,1,1,1,1,1.0,6,2
2017,Avoid Murphy Products GmbH,0,0,0,0,0,0.0,3,1
2017,AskBy GmbH,1,1,1,1,1,1.0,11,7
2017,REACNOSTICS GmbH,0,0,0,0,0,1.0,3,1
2017,MeinAlarm24 GmbH,1,1,1,1,0,1.0,9,3
2017,Eimsig GmbH,0,0,1,0,0,0.0,2,1
2017,Siller Digital GmbH,0,0,1,0,0,0.0,2,1
2017,foodji marketplace GmbH,1,0,1,1,1,1.0,7,1
2017,Colorimetrix GmbH,1,0,1,0,1,1.0,3,1
2017,Picum MT GmbH,0,0,0,1,0,0.0,4,1
2017,StackFuel GmbH,1,1,1,1,1,1.0,11,3
2017,northh medical GmbH,0,0,1,0,0,1.0,12,1
2017,Workpath GmbH,1,0,1,1,1,1.0,7,1
2017,4less GmbH,0,0,0,0,0,0.0,2,1
2017,TimeRide GmbH,0,1,1,0,1,0.0,10,3
2017,INPERA GmbH,0,1,1,0,1,1.0,26,16
2017,Kenjo GmbH,1,1,1,1,1,1.0,29,15
2017,IRUBIS GmbH,0,0,0,1,1,0.0,3,1
2017,Eigensonne GmbH,0,0,1,0,1,0.0,3,1
2017,SCHNALZ Audio GmbH,1,0,0,0,0,1.0,2,1
2017,Valuedesk GmbH,1,0,1,1,0,0.0,10,1
2017,Futuro Farming GmbH,1,0,1,1,0,0.0,7,1
2017,Shikenso GmbH,0,1,0,1,0,0.0,3,2
2017,stilform GmbH,0,0,1,0,0,0.0,4,1
2017,Willhelm Technologies GmbH,0,1,0,0,0,0.0,4,2
2017,Lanes & Planes GmbH,1,0,1,1,1,0.0,7,1
2017,IT-Labs GmbH,0,0,0,1,0,0.0,2,1
2017,MotionMiners GmbH,0,0,1,1,0,0.0,5,1
2017,DyNAbind GmbH,0,0,0,1,0,0.0,4,1
2017,FiSens GmbH,0,1,1,0,0,0.0,7,2
2017,welearn GmbH,0,0,0,1,0,0.0,2,1
2017,Epimune GmbH,1,0,1,1,1,0.0,18,1
2017,yoganect GmbH,1,0,1,0,0,0.0,4,1
2017,Sdui GmbH,0,1,1,1,0,1.0,14,2
2017,Genevention GmbH,0,0,0,0,0,0.0,3,1
2017,HY STUDIO GmbH,0,0,1,1,1,0.0,3,1
2017,Athlyzer GmbH,0,0,1,1,0,0.0,5,1
2017,Afilio - Gesellschaft für Vorsorge mbH,1,1,1,1,1,1.0,14,2
2017,DESLAB GmbH,0,0,0,0,0,0.0,7,1
2017,AssistMe GmbH,0,0,1,1,1,0.0,9,1
2017,cioplenu GmbH,1,1,1,1,1,0.0,11,2
2017,Neurosphere UG (haftungsbeschränkt),0,0,0,0,1,0.0,1,1
2017,Hyperganic Group GmbH,1,1,1,1,1,1.0,23,2
2017,Innovailably GmbH,1,1,0,1,0,1.0,4,2
2017,Peaq Technology GmbH,1,1,1,1,1,0.0,20,3
2017,LectioPro GmbH,0,0,0,0,0,0.0,1,1
2017,alphin GmbH,1,0,1,1,1,1.0,6,1
2017,Rosental Organics GmbH,0,1,0,1,0,0.0,2,2
2017,TWINNER GmbH,0,0,1,1,0,0.0,10,1
2017,Roobeo GmbH,1,1,1,1,1,1.0,35,7
2017,VZ Networks GmbH,1,0,0,0,1,0.0,1,1
2017,Masterplan com GmbH,1,1,1,1,0,1.0,15,4
2017,1nce GmbH,0,0,1,1,0,0.0,12,1
2018,Convercycle Bikes GmbH,0,0,1,0,0,1.0,6,1
2018,TWAICE Technologies GmbH,0,0,1,1,1,0.0,8,1
2018,phellow seven GmbH,0,0,0,0,0,0.0,5,1
2018,Goodvenience.bio GmbH,1,1,1,1,0,0.0,12,4
2018,Seeland Webfactory UG (haftungsbeschränkt),0,0,0,0,0,0.0,2,1
2018,datalytix.io GmbH,0,0,1,1,0,0.0,2,1
2018,CLT Carbon Loop Technologies GmbH,1,0,1,0,1,1.0,5,1
2018,Trailerdata GmbH,0,0,0,0,1,0.0,6,1
2018,BenFit-Nutrition GmbH,0,0,1,1,0,0.0,6,1
2018,CHARGE-V GmbH,0,0,0,1,1,0.0,4,1
2018,Advanced Microfluidic Systems GmbH,0,0,0,0,0,0.0,3,1
2018,Wellster Healthtech Group GmbH,0,0,1,1,1,0.0,5,1
2018,Secufy GmbH,1,1,1,1,0,0.0,10,3
2018,Winterscheidt GmbH & Co. KG,0,0,0,0,0,0.0,2,1
2018,Healthmetrix GmbH,1,0,0,0,1,1.0,2,1
2018,gitti GmbH,1,1,1,0,1,1.0,19,4
2018,CloudRail GmbH,0,0,1,1,0,0.0,9,1
2018,Wallary GmbH,0,0,0,0,1,0.0,2,1
2018,NEULAND Agronomics GmbH,0,0,1,0,0,0.0,4,1
2018,beegut GmbH,0,0,0,0,0,0.0,1,1
2018,Predictive Financing GmbH,0,0,1,0,0,0.0,2,1
2018,Simple Mobility GmbH,0,0,0,0,1,0.0,1,1
2018,Popcore GmbH,1,0,1,1,1,1.0,3,1
2018,Unlock Nature UG (haftungsbeschränkt),0,0,0,0,1,0.0,2,1
2018,intertempi GmbH,1,1,1,1,1,0.0,5,2
2018,Cyberian Mine GmbH,0,1,1,1,1,0.0,12,2
2018,MEEVO Healthcare GmbH,0,1,1,0,0,0.0,16,2
2018,coindex GmbH,1,0,1,1,0,0.0,4,1
2018,Deepcorr GmbH,0,0,0,0,0,0.0,1,1
2018,sensry GmbH,0,0,1,1,0,0.0,5,1
2018,plan4 Software GmbH,1,0,1,1,0,1.0,7,1
2018,BatteryCloud UG (haftungsbeschränkt),1,0,0,1,0,0.0,1,1
2018,Loxonet GmbH,0,1,1,1,0,1.0,27,17
2018,Iconic Drinks GmbH,1,1,1,1,1,1.0,19,2
2018,mHERO GmbH,1,1,0,0,0,1.0,2,2
2018,INSONE GmbH,0,1,0,0,0,0.0,4,2
2018,XO Life GmbH,1,1,1,1,1,0.0,8,4
2018,Xelera Technologies GmbH,0,0,0,1,0,0.0,4,1
2018,Tubedo GmbH,0,1,1,0,0,0.0,6,3
2018,just green GmbH,1,1,0,0,0,1.0,4,2
2018,billyard GmbH,1,0,1,0,0,0.0,4,1
2018,Samdock GmbH,0,0,1,0,1,0.0,14,1
2018,PlastFormance GmbH,1,0,0,1,0,0.0,3,1
2018,Blustoxx GmbH,0,0,1,0,0,0.0,3,1
2018,Vulidity GmbH,0,0,0,1,0,0.0,4,1
2018,Suburban Seafood Nebelschütz GmbH,0,0,0,0,0,0.0,1,1
2018,NX Technologies GmbH,0,0,0,1,0,0.0,1,1
2018,claimsforce GmbH,1,1,1,0,0,1.0,5,2
2018,MetisMotion GmbH,0,0,1,1,1,0.0,4,1
2018,JT Technologies GmbH,0,0,1,0,0,0.0,19,1
2018,Munevo GmbH,1,1,1,1,1,1.0,16,2
2018,open.INC GmbH,0,0,0,0,0,0.0,7,1
2018,Bella & Bona GmbH,1,0,1,1,1,1.0,9,1
2018,Codiert GmbH,0,0,0,0,0,0.0,1,1
2018,Cannify Pharma GmbH,1,0,1,1,0,1.0,9,1
2018,SPREE Interactive GmbH,1,0,0,0,0,0.0,6,1
2018,mediaire GmbH,0,1,1,0,1,0.0,16,2
2018,St. Oberholz GmbH,1,0,1,1,1,0.0,10,1
2018,Zahnarzt-Helden GmbH,1,1,1,0,0,0.0,5,2
2018,Atlas medical Technologies GmbH,1,1,1,1,0,1.0,6,3
2018,HEADFOUND GmbH,0,0,0,1,0,0.0,1,1
2018,Acuago GmbH,0,0,0,0,0,0.0,2,1
2018,Lynden GmbH,1,1,1,1,1,0.0,14,2
2018,Konfid.io Contract Solutions UG (haftungsbeschränkt),0,0,0,0,1,0.0,1,1
2018,BidX GmbH,1,1,1,0,0,0.0,7,3
2018,Papas Shorts GmbH,0,0,0,0,1,0.0,1,1
2018,DroidDrive GmbH,0,0,1,1,0,0.0,3,1
2018,GRID GmbH,1,1,1,1,0,1.0,19,7
2018,ENLYZE GmbH,1,1,1,1,0,1.0,7,2
2018,Castle Tech GmbH,1,0,1,1,1,1.0,10,1
2018,SPARETECH GmbH,1,1,1,1,0,1.0,13,6
2018,DaMedic GmbH,0,0,1,0,0,0.0,5,1
2018,LOTHAR MEDTEC GmbH,0,1,0,1,0,0.0,12,3
2018,JOBODO GmbH,0,0,1,1,0,0.0,5,1
2018,MindPeak GmbH,1,0,1,1,0,1.0,26,1
2018,Spreaducation GmbH,1,1,1,1,1,1.0,13,2
2018,MindLike UG (haftungsbeschränkt),0,1,0,0,0,0.0,2,2
2018,Claneo GmbH,0,0,0,0,1,0.0,1,1
2018,Blue Excellence GmbH,0,1,1,1,1,1.0,26,13
2018,OroraTech GmbH,0,0,1,1,1,0.0,8,1
2018,Partum GmbH,1,1,1,1,1,1.0,10,2
2018,Abstract Factory UG (haftungsbeschränkt),0,0,0,0,1,0.0,1,1
2018,Edutapps GmbH,0,0,1,1,1,0.0,4,1
2018,Kinetos Group Holding GmbH,0,0,1,1,0,0.0,8,1
2018,img.ly GmbH,1,0,0,0,0,1.0,1,1
2018,PERCEPTX GmbH,0,0,0,0,0,0.0,1,1
2018,Material24 GmbH,1,0,1,0,1,0.0,7,1
2018,alpha-organic GmbH,0,0,0,0,0,0.0,1,1
2018,comuny GmbH,1,1,1,0,0,0.0,8,2
2018,Realtime Technologies GmbH,1,1,1,0,1,1.0,15,8
2018,Flow Lab GmbH,1,1,1,0,1,1.0,11,3
2018,BeyondBuild GmbH,1,1,1,1,0,0.0,11,3
